Country Name,Country Code,Series Name_stability,Series Code_stability,Year,Political_Stability,Series Name_fdi,Series Code_fdi,FDI,Stability_Group
British Virgin Islands,VGB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Brunei Darussalam,BRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.21265983581543,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.65985733844246,High Stability
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.14727059006691,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,13.7204790059912,High Stability
Burkina Faso,BFA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.0626529157161713,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.84814587465402,Low Stability
Burundi,BDI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.52337801456451,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0523404213217611,Low Stability
Cabo Verde,CPV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.754638612270355,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.28122711096811,High Stability
Cambodia,KHM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.393915474414825,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.36603852621256,Low Stability
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.182024568319321,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.24860831295214,Low Stability
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.828725039958954,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.17816380917594,High Stability
Cayman Islands,CYM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.18966603279114,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,High Stability
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.42799496650696,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.754917589946925,Low Stability
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.44223713874817,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-1.1476866334562,Low Stability
Channel Islands,CHI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.842383623123169,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.89870698303569,High Stability
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.501756608486176,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.49218509012467,Low Stability
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-2.05794286727905,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,7.02979401438226,Low Stability
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.43626394867897,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.0854737216678342,Low Stability
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-2.12856149673462,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.50445261985533,Low Stability
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.16583943367004,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,12.0498455846018,Low Stability
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.708228170871735,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,7.62843539507747,High Stability
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-2.25952887535095,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.45218108383072,Low Stability
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.43447408080101,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.03155518239355,High Stability
Cuba,CUB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.424785822629929,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,High Stability
Curacao,CUW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.517519235610962,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,6.30362669067513,High Stability
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.936384081840515,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,10.0027291342115,High Stability
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.07349538803101,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.8451921902896,High Stability
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.812229692935944,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.13326292887826,Low Stability
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.829529404640198,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.83084578819671,High Stability
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.258760690689087,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.12598170087694,Low Stability
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.793961822986603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.22499487397379,Low Stability
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.629358649253845,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.99551598885794,Low Stability
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.0337608754634857,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.47761600217717,Low Stability
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.386098802089691,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,9.36000539014063,Low Stability
Eritrea,ERI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.79501748085022,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.130327551691687,Low Stability
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.605274677276611,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,21.6702241581922,High Stability
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.39314877986908,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-1.44269105314687,Low Stability
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.69038331508636,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.13780093729558,Low Stability
Faroe Islands,FRO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.386921286582947,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.80296958864135,High Stability
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.59494686126709,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.30500837470056,High Stability
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.399723917245865,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.88373065839251,High Stability
French Polynesia,PYF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.137052859567267,Low Stability
Gabon,GAB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.325625747442245,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.40362339596918,High Stability
"Gambia, The",GMB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.200640663504601,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.22041688120704,High Stability
Georgia,GEO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.755904912948608,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,7.06775086735302,Low Stability
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.888915359973907,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.06799391408494,High Stability
Ghana,GHA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.16971929371357,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.34923986570129,High Stability
Gibraltar,GIB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.50652414560318,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.284127006962334,High Stability
Greenland,GRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Grenada,GRD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.415122240781784,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,11.7331857542313,High Stability
Guam,GUM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.746284067630768,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,High Stability
Guatemala,GTM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.835618197917938,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.01617500337249,Low Stability
Guinea,GIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.15397679805756,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.45185683545098,Low Stability
Guinea-Bissau,GNB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.562525928020477,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.35867358840187,Low Stability
Guyana,GUY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.454965949058533,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,9.31043894391441,Low Stability
Haiti,HTI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.80439794063568,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.369835650694654,Low Stability
Honduras,HND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.623264193534851,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,6.16028277171203,Low Stability
"Hong Kong SAR, China",HKG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.33629047870636,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,22.5606006200286,High Stability
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.00310039520264,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,24.3060288068427,High Stability
Iceland,ISL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.44469714164734,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,18.3568910420242,High Stability
India,IND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.01388049125671,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.886098378458823,Low Stability
Indonesia,IDN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.5181759595871,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.91611483313067,Low Stability
"Iran, Islamic Rep.",IRN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.782738864421844,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.28425430110396,Low Stability
Iraq,IRQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-2.68864846229553,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.02925980764254,Low Stability
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.29866683483124,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,22.1832694953893,High Stability
Isle of Man,IMN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Israel,ISR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.24752271175385,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,3.26627070729098,Low Stability
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.489115536212921,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.9711754818286,High Stability
Jamaica,JAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.298737347126007,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,5.67333342894728,Low Stability
Japan,JPN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.03576946258545,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.113001254131506,High Stability
Jordan,JOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.132929384708405,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,15.7636461414359,Low Stability
Kazakhstan,KAZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.190631836652756,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.45711144385218,High Stability
Kenya,KEN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.25050592422485,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.113202068934601,Low Stability
Kiribati,KIR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.38492727279663,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.28808112178245,High Stability
"Korea, Dem. People's Rep.",PRK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.0242626424878836,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,High Stability
"Korea, Rep.",KOR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.485128581523895,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.45932018032106,High Stability
Kosovo,XKX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.02873054293953603,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.465508143815654,Low Stability
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.253690272569656,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.289490192089246,High Stability
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.1744259595871,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.73012109521201,Low Stability
Lao PDR,LAO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.49144771695137,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.01332132437858,Low Stability
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.814021408557892,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.96633075101776,High Stability
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.999740839004517,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,12.2038495910608,Low Stability
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.0028113410808146,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.63095581782791,High Stability
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-1.35790872573853,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,8.72519614731939,Low Stability
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.448557078838348,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.19289483627204,High Stability
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.38492727279663,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,-7.29505539672812,High Stability
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.779100298881531,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.9513140342573,High Stability
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.33164858818054,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,12.329408958379,High Stability
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.28561401367188,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,14.5971664934489,High Stability
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.0185725726187229,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1.45800803699285,High Stability
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.106631450355053,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.62567004771803,High Stability
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.566449165344238,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.73438734940078,High Stability
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.811711966991425,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.55499673617996,High Stability
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,0.173916295170784,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.00105434571131,High Stability
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.38035714626312,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,341.007652103805,High Stability
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,1.0707448720932,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,2.37653794315156,High Stability
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2005,-0.224495947360992,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,27.6520361298831,Low Stability
